time,turbine_id,expected_power_kw,actual_power_kw,nacelle_temp_c,vibration_mm_s,alert
2024-08-02 19:00:00+00:00,T01,29.5,213.1,37.0,1.59,Normal
2024-08-02 20:00:00+00:00,T01,0.0,0.0,38.9,1.69,Normal
2024-08-02 21:00:00+00:00,T01,0.0,0.0,34.4,2.98,Normal
2024-08-02 22:00:00+00:00,T01,89.4,0.0,36.6,3.12,Normal
2024-08-02 23:00:00+00:00,T01,0.0,0.0,35.2,2.61,Normal
2024-08-03 00:00:00+00:00,T01,113.0,22.8,35.8,2.23,Normal
2024-08-03 01:00:00+00:00,T01,129.9,95.9,39.4,2.66,Normal
2024-08-03 02:00:00+00:00,T01,113.0,135.5,44.4,2.52,Normal
2024-08-03 03:00:00+00:00,T01,182.8,280.1,39.7,3.66,Normal
2024-08-03 04:00:00+00:00,T01,137.7,71.7,40.1,2.99,Normal
2024-08-03 05:00:00+00:00,T01,182.8,384.4,44.1,2.74,Normal
2024-08-03 06:00:00+00:00,T01,29.4,0.0,41.1,3.38,Normal
2024-08-03 07:00:00+00:00,T01,98.6,34.8,43.7,2.65,Normal
2024-08-03 08:00:00+00:00,T01,1117.5,1338.1,53.8,2.24,Normal
2024-08-03 09:00:00+00:00,T01,236.8,0.0,47.4,2.98,Normal
2024-08-03 10:00:00+00:00,T01,49.8,0.0,44.4,1.62,Normal
2024-08-03 11:00:00+00:00,T01,35.9,0.0,42.5,2.02,Normal
2024-08-03 12:00:00+00:00,T01,0.1,0.0,43.5,2.36,Normal
2024-08-03 13:00:00+00:00,T01,3.3,0.0,44.6,3.2,Normal
2024-08-03 14:00:00+00:00,T01,1.9,44.1,42.7,3.34,Normal
2024-08-03 15:00:00+00:00,T01,26.6,0.0,41.6,3.01,Normal
2024-08-03 16:00:00+00:00,T01,0.0,34.6,38.2,2.96,Normal
2024-08-03 17:00:00+00:00,T01,0.0,0.0,35.6,2.85,Normal
2024-08-03 18:00:00+00:00,T01,0.0,57.4,38.1,3.37,Normal
2024-08-03 19:00:00+00:00,T01,71.0,216.0,38.7,5.21,Normal
2024-08-03 20:00:00+00:00,T01,417.2,363.3,40.9,3.34,Normal
2024-08-03 21:00:00+00:00,T01,98.6,0.0,34.8,2.5,Normal
2024-08-03 22:00:00+00:00,T01,0.6,10.5,34.8,2.82,Normal
2024-08-03 23:00:00+00:00,T01,48.5,32.8,33.3,2.6,Normal
2024-08-04 00:00:00+00:00,T01,24.9,0.0,35.7,3.21,Normal
2024-08-04 01:00:00+00:00,T01,108.4,76.1,34.1,2.14,Normal
2024-08-04 02:00:00+00:00,T01,47.2,113.9,40.0,2.47,Normal
2024-08-04 03:00:00+00:00,T01,18.4,0.0,37.2,3.42,Normal
2024-08-04 04:00:00+00:00,T01,398.4,492.6,40.5,2.05,Normal
2024-08-04 05:00:00+00:00,T01,395.7,244.9,45.0,2.43,Normal
2024-08-04 06:00:00+00:00,T01,182.8,378.1,44.0,3.32,Normal
2024-08-04 07:00:00+00:00,T01,460.3,455.1,47.8,3.14,Normal
2024-08-04 08:00:00+00:00,T01,1634.5,1465.4,54.6,3.04,Normal
2024-08-04 09:00:00+00:00,T01,176.5,150.2,43.1,2.82,Normal
2024-08-04 10:00:00+00:00,T01,42.2,0.0,44.9,3.05,Normal
2024-08-04 11:00:00+00:00,T01,264.3,0.0,47.6,2.28,Normal
2024-08-04 12:00:00+00:00,T01,0.7,0.0,45.2,3.37,Normal
2024-08-04 13:00:00+00:00,T01,199.2,230.7,44.4,2.87,Normal
2024-08-04 14:00:00+00:00,T01,14.9,0.0,45.0,2.57,Normal
2024-08-04 15:00:00+00:00,T01,1.8,264.0,41.4,1.25,Normal
2024-08-04 16:00:00+00:00,T01,48.5,142.9,42.7,2.31,Normal
2024-08-04 17:00:00+00:00,T01,499.7,527.1,40.3,3.83,Normal
2024-08-04 18:00:00+00:00,T01,18.4,0.0,37.9,2.84,Normal
2024-08-04 19:00:00+00:00,T01,291.7,0.0,36.3,2.39,Normal
2024-08-04 20:00:00+00:00,T01,145.8,0.0,35.9,3.12,Normal
2024-08-04 21:00:00+00:00,T01,6.7,36.7,37.5,3.75,Normal
2024-08-04 22:00:00+00:00,T01,502.8,456.8,36.2,2.66,Normal
2024-08-04 23:00:00+00:00,T01,47.4,239.7,39.6,3.11,Normal
2024-08-05 00:00:00+00:00,T01,13.5,14.9,35.5,2.38,Normal
2024-08-05 01:00:00+00:00,T01,100.7,0.0,37.6,2.7,Normal
2024-08-05 02:00:00+00:00,T01,148.5,0.0,36.7,2.23,Normal
2024-08-05 03:00:00+00:00,T01,445.7,343.8,41.5,2.86,Normal
2024-08-05 04:00:00+00:00,T01,161.4,250.7,41.4,2.37,Normal
2024-08-05 05:00:00+00:00,T01,1393.3,1505.0,51.4,3.03,Normal
2024-08-05 06:00:00+00:00,T01,409.2,343.0,45.9,2.49,Normal
2024-08-05 07:00:00+00:00,T01,66.0,259.4,48.2,3.36,Normal
2024-08-05 08:00:00+00:00,T01,26.2,0.0,46.1,2.79,Normal
2024-08-05 09:00:00+00:00,T01,233.0,145.5,45.9,3.25,Normal
2024-08-05 10:00:00+00:00,T01,0.0,0.0,46.5,2.81,Normal
2024-08-05 11:00:00+00:00,T01,0.0,0.0,44.6,4.37,Normal
2024-08-05 12:00:00+00:00,T01,1.1,34.4,42.2,3.9,Normal
2024-08-05 13:00:00+00:00,T01,59.0,266.4,46.0,3.38,Normal
2024-08-05 14:00:00+00:00,T01,17.0,0.0,43.0,3.09,Normal
2024-08-05 15:00:00+00:00,T01,14.3,0.0,43.0,2.16,Normal
2024-08-05 16:00:00+00:00,T01,0.6,278.7,41.4,2.77,Normal
2024-08-05 17:00:00+00:00,T01,0.0,192.3,37.5,3.13,Normal
2024-08-05 18:00:00+00:00,T01,0.8,0.0,37.9,2.64,Normal
2024-08-05 19:00:00+00:00,T01,0.0,47.9,38.4,2.93,Normal
2024-08-05 20:00:00+00:00,T01,92.4,68.9,34.0,3.68,Normal
2024-08-05 21:00:00+00:00,T01,21.7,0.0,36.0,3.39,Normal
2024-08-05 22:00:00+00:00,T01,28.4,134.7,37.8,2.55,Normal
2024-08-05 23:00:00+00:00,T01,90.4,50.6,36.0,3.27,Normal
2024-08-06 00:00:00+00:00,T01,76.2,167.9,36.1,3.08,Normal
2024-08-06 01:00:00+00:00,T01,145.8,0.0,37.4,3.22,Normal
2024-08-06 02:00:00+00:00,T01,131.2,152.8,41.5,2.84,Normal
2024-08-06 03:00:00+00:00,T01,18.4,426.2,40.3,4.03,Normal
2024-08-06 04:00:00+00:00,T01,3.6,329.1,41.3,2.25,Normal
2024-08-06 05:00:00+00:00,T01,165.8,295.5,44.7,3.32,Normal
2024-08-06 06:00:00+00:00,T01,466.2,363.9,42.1,2.11,Normal
2024-08-06 07:00:00+00:00,T01,262.3,167.6,42.9,2.86,Normal
2024-08-06 08:00:00+00:00,T01,32.3,52.1,46.1,2.57,Normal
2024-08-06 09:00:00+00:00,T01,151.3,337.2,47.1,2.28,Normal
2024-08-06 10:00:00+00:00,T01,3.1,0.0,46.8,3.37,Normal
2024-08-06 11:00:00+00:00,T01,16.4,0.0,44.8,2.81,Normal
2024-08-06 12:00:00+00:00,T01,0.0,0.0,42.7,3.12,Normal
2024-08-06 13:00:00+00:00,T01,7.0,68.5,44.8,2.4,Normal
2024-08-06 14:00:00+00:00,T01,216.6,186.1,43.0,2.28,Normal
2024-08-06 15:00:00+00:00,T01,19.1,4.5,41.5,2.53,Normal
2024-08-06 16:00:00+00:00,T01,78.7,149.6,41.9,2.46,Normal
2024-08-06 17:00:00+00:00,T01,0.0,95.1,40.0,2.72,Normal
2024-08-06 18:00:00+00:00,T01,0.0,0.0,33.9,2.53,Normal
2024-08-06 19:00:00+00:00,T01,8.4,46.4,39.9,2.85,Normal
2024-08-06 20:00:00+00:00,T01,49.8,0.0,33.2,3.06,Normal
2024-08-06 21:00:00+00:00,T01,14.0,0.0,34.8,2.63,Normal
2024-08-06 22:00:00+00:00,T01,238.7,345.4,37.6,3.41,Normal
2024-08-06 23:00:00+00:00,T01,17.0,0.0,36.4,2.48,Normal
2024-08-07 00:00:00+00:00,T01,638.7,722.1,41.1,2.81,Normal
2024-08-07 01:00:00+00:00,T01,515.5,489.1,41.2,2.51,Normal
2024-08-07 02:00:00+00:00,T01,31.3,0.0,36.4,2.01,Normal
2024-08-07 03:00:00+00:00,T01,499.7,695.2,44.6,3.11,Normal
2024-08-07 04:00:00+00:00,T01,233.0,36.0,41.0,2.45,Normal
2024-08-07 05:00:00+00:00,T01,715.0,893.0,51.3,2.92,Normal
2024-08-07 06:00:00+00:00,T01,129.9,289.2,46.0,1.98,Normal
2024-08-07 07:00:00+00:00,T01,328.0,235.1,45.5,2.2,Normal
2024-08-07 08:00:00+00:00,T01,521.9,651.7,50.2,3.76,Normal
2024-08-07 09:00:00+00:00,T01,0.0,44.7,46.8,2.32,Normal
2024-08-07 10:00:00+00:00,T01,0.3,67.7,43.3,1.75,Normal
2024-08-07 11:00:00+00:00,T01,174.9,140.2,47.6,3.18,Normal
2024-08-07 12:00:00+00:00,T01,54.6,34.3,42.8,2.49,Normal
2024-08-07 13:00:00+00:00,T01,252.3,352.6,44.9,3.16,Normal
2024-08-07 14:00:00+00:00,T01,68.5,326.6,45.9,2.57,Normal
2024-08-07 15:00:00+00:00,T01,0.0,195.3,44.0,2.82,Normal
2024-08-07 16:00:00+00:00,T01,127.4,86.9,42.4,2.63,Normal
2024-08-07 17:00:00+00:00,T01,6.5,278.4,40.5,3.8,Normal
2024-08-07 18:00:00+00:00,T01,27.1,246.1,41.3,2.86,Normal
2024-08-07 19:00:00+00:00,T01,22.1,103.4,39.2,3.31,Normal
2024-08-07 20:00:00+00:00,T01,179.6,325.8,38.8,2.86,Normal
2024-08-07 21:00:00+00:00,T01,3.4,24.8,35.3,2.46,Normal
2024-08-07 22:00:00+00:00,T01,15.5,0.0,33.6,2.83,Normal
2024-08-07 23:00:00+00:00,T01,0.5,0.0,36.7,2.16,Normal
2024-08-08 00:00:00+00:00,T01,1494.5,1351.5,47.0,2.13,Normal
2024-08-08 01:00:00+00:00,T01,73.6,43.1,37.3,1.99,Normal
2024-08-08 02:00:00+00:00,T01,123.7,195.0,39.2,3.13,Normal
2024-08-08 03:00:00+00:00,T01,62.9,178.0,39.8,2.75,Normal
2024-08-08 04:00:00+00:00,T01,170.3,222.0,41.3,2.18,Normal
2024-08-08 05:00:00+00:00,T01,171.9,0.0,42.3,2.6,Normal
2024-08-08 06:00:00+00:00,T01,780.2,784.6,51.1,3.08,Normal
2024-08-08 07:00:00+00:00,T01,266.4,150.4,44.6,3.59,Normal
2024-08-08 08:00:00+00:00,T01,300.5,374.7,47.3,3.31,Normal
2024-08-08 09:00:00+00:00,T01,32.3,188.1,47.5,2.51,Normal
2024-08-08 10:00:00+00:00,T01,50.5,0.0,46.8,2.81,Normal
2024-08-08 11:00:00+00:00,T01,293.9,364.6,47.8,1.84,Normal
2024-08-08 12:00:00+00:00,T01,23.7,0.0,46.6,2.61,Normal
2024-08-08 13:00:00+00:00,T01,30.3,0.0,42.7,3.55,Normal
2024-08-08 14:00:00+00:00,T01,0.0,293.5,44.5,2.62,Normal
2024-08-08 15:00:00+00:00,T01,38.1,0.0,43.6,3.08,Normal
2024-08-08 16:00:00+00:00,T01,24.9,0.0,40.9,3.12,Normal
2024-08-08 17:00:00+00:00,T01,162.8,289.7,42.5,3.12,Normal
2024-08-08 18:00:00+00:00,T01,0.0,273.8,37.9,3.61,Normal
2024-08-08 19:00:00+00:00,T01,15.8,0.0,35.3,2.15,Normal
2024-08-08 20:00:00+00:00,T01,13.4,0.0,33.3,2.42,Normal
2024-08-08 21:00:00+00:00,T01,12.3,6.0,34.8,3.7,Normal
2024-08-08 22:00:00+00:00,T01,1.0,0.0,34.8,3.02,Normal
2024-08-08 23:00:00+00:00,T01,49.1,124.1,37.8,1.85,Normal
2024-08-09 00:00:00+00:00,T01,229.3,100.5,35.6,2.94,Normal
2024-08-09 01:00:00+00:00,T01,62.9,47.1,40.2,2.83,Normal
2024-08-09 02:00:00+00:00,T01,37.6,0.0,36.1,3.1,Normal
2024-08-09 03:00:00+00:00,T01,82.6,0.0,38.3,2.53,Normal
2024-08-09 04:00:00+00:00,T01,36.5,373.8,45.1,2.41,Normal
2024-08-09 05:00:00+00:00,T01,79.8,0.0,42.0,2.6,Normal
2024-08-09 06:00:00+00:00,T01,16.4,232.9,45.8,3.31,Normal
2024-08-09 07:00:00+00:00,T01,0.0,19.4,44.1,3.65,Normal
2024-08-09 08:00:00+00:00,T01,187.6,0.0,43.4,2.36,Normal
2024-08-09 09:00:00+00:00,T01,0.0,167.2,46.8,2.32,Normal
2024-08-09 10:00:00+00:00,T01,14.3,0.0,46.4,2.17,Normal
2024-08-09 11:00:00+00:00,T01,0.0,0.0,43.9,3.01,Normal
2024-08-09 12:00:00+00:00,T01,2.5,0.0,43.7,2.88,Normal
2024-08-09 13:00:00+00:00,T01,0.0,0.0,44.2,2.61,Normal
2024-08-09 14:00:00+00:00,T01,1.0,167.4,41.4,2.62,Normal
2024-08-09 15:00:00+00:00,T01,0.0,87.9,43.9,2.68,Normal
2024-08-09 16:00:00+00:00,T01,0.0,29.4,43.1,2.93,Normal
2024-08-09 17:00:00+00:00,T01,4.0,0.0,40.7,2.66,Normal
2024-08-09 18:00:00+00:00,T01,78.9,0.0,39.5,2.3,Normal
2024-08-09 19:00:00+00:00,T01,22.1,103.1,38.2,3.29,Normal
2024-08-09 20:00:00+00:00,T01,35.4,95.9,35.8,1.45,Normal
2024-08-09 21:00:00+00:00,T01,0.0,125.3,38.0,3.31,Normal
2024-08-09 22:00:00+00:00,T01,42.2,231.6,35.9,2.82,Normal
2024-08-09 23:00:00+00:00,T01,98.6,0.0,36.7,3.51,Normal
2024-08-10 00:00:00+00:00,T01,31.8,186.5,35.6,2.81,Normal
2024-08-10 01:00:00+00:00,T01,439.9,448.5,41.4,3.16,Normal
2024-08-10 02:00:00+00:00,T01,192.5,437.2,39.0,3.35,Normal
2024-08-10 03:00:00+00:00,T01,403.8,241.7,38.1,3.27,Normal
2024-08-10 04:00:00+00:00,T01,197.5,268.0,39.2,3.25,Normal
2024-08-10 05:00:00+00:00,T01,151.3,206.5,44.0,2.62,Normal
2024-08-10 06:00:00+00:00,T01,369.6,529.8,46.2,5.13,Normal
2024-08-10 07:00:00+00:00,T01,287.4,109.5,44.8,3.56,Normal
2024-08-10 08:00:00+00:00,T01,354.5,171.4,45.7,2.22,Normal
2024-08-10 09:00:00+00:00,T01,29.8,8.8,42.3,3.04,Normal
2024-08-10 10:00:00+00:00,T01,18.7,0.0,43.9,2.65,Normal
2024-08-10 11:00:00+00:00,T01,114.1,0.0,45.1,2.66,Normal
2024-08-10 12:00:00+00:00,T01,0.0,0.0,44.6,3.07,Normal
2024-08-10 13:00:00+00:00,T01,208.3,385.5,44.2,2.78,Normal
2024-08-10 14:00:00+00:00,T01,106.2,468.2,48.4,2.49,Normal
2024-08-10 15:00:00+00:00,T01,52.5,0.0,41.3,3.91,Normal
2024-08-10 16:00:00+00:00,T01,15.5,310.3,41.8,2.79,Normal
2024-08-10 17:00:00+00:00,T01,178.1,180.3,40.2,2.95,Normal
2024-08-10 18:00:00+00:00,T01,28.4,22.1,40.0,3.47,Normal
2024-08-10 19:00:00+00:00,T01,699.3,619.9,41.2,2.59,Normal
2024-08-10 20:00:00+00:00,T01,173.4,111.1,36.5,3.38,Normal
2024-08-10 21:00:00+00:00,T01,0.9,49.1,34.6,3.27,Normal
2024-08-10 22:00:00+00:00,T01,423.0,515.6,39.3,3.03,Normal
2024-08-10 23:00:00+00:00,T01,109.5,597.3,40.5,1.84,Normal
2024-08-11 00:00:00+00:00,T01,113.0,0.0,36.2,2.4,Normal
2024-08-11 01:00:00+00:00,T01,159.9,473.2,40.6,2.93,Normal
2024-08-11 02:00:00+00:00,T01,352.1,759.2,42.8,3.75,Normal
2024-08-11 03:00:00+00:00,T01,544.6,563.1,40.6,2.04,Normal
2024-08-11 04:00:00+00:00,T01,784.4,825.3,46.3,2.09,Normal
2024-08-11 05:00:00+00:00,T01,571.5,601.6,47.8,2.68,Normal
2024-08-11 06:00:00+00:00,T01,157.0,334.4,43.8,3.28,Normal
2024-08-11 07:00:00+00:00,T01,22.1,288.7,46.0,1.7,Normal
2024-08-11 08:00:00+00:00,T01,71.9,131.7,43.6,1.79,Normal
2024-08-11 09:00:00+00:00,T01,186.0,220.9,45.2,2.98,Normal
2024-08-11 10:00:00+00:00,T01,216.6,164.3,45.8,2.86,Normal
2024-08-11 11:00:00+00:00,T01,515.5,616.6,53.5,2.69,Normal
2024-08-11 12:00:00+00:00,T01,0.0,107.4,44.7,2.49,Normal
2024-08-11 13:00:00+00:00,T01,22.1,36.5,43.6,3.02,Normal
2024-08-11 14:00:00+00:00,T01,9.4,111.7,44.5,2.01,Normal
2024-08-11 15:00:00+00:00,T01,0.5,0.0,41.2,2.1,Normal
2024-08-11 16:00:00+00:00,T01,10.3,342.1,41.0,2.67,Normal
2024-08-11 17:00:00+00:00,T01,4.1,44.4,40.1,3.17,Normal
2024-08-11 18:00:00+00:00,T01,3.2,0.0,36.1,4.02,Normal
2024-08-11 19:00:00+00:00,T01,0.0,0.0,34.6,3.22,Normal
2024-08-11 20:00:00+00:00,T01,17.4,0.0,33.8,1.5,Normal
2024-08-11 21:00:00+00:00,T01,190.9,288.6,37.1,3.38,Normal
2024-08-11 22:00:00+00:00,T01,248.4,397.6,39.5,1.8,Normal
2024-08-11 23:00:00+00:00,T01,1.2,21.9,34.5,2.11,Normal
2024-08-12 00:00:00+00:00,T01,0.0,0.0,35.9,2.71,Normal
2024-08-12 01:00:00+00:00,T01,49.8,161.6,36.9,2.61,Normal
2024-08-12 02:00:00+00:00,T01,3.1,106.3,37.8,3.19,Normal
2024-08-12 03:00:00+00:00,T01,302.7,63.5,39.4,3.04,Normal
2024-08-12 04:00:00+00:00,T01,11.0,0.0,38.7,2.48,Normal
2024-08-12 05:00:00+00:00,T01,121.2,60.7,42.8,2.64,Normal
2024-08-12 06:00:00+00:00,T01,0.0,174.0,41.3,2.43,Normal
2024-08-12 07:00:00+00:00,T01,23.7,0.0,42.7,2.27,Normal
2024-08-12 08:00:00+00:00,T01,59.8,0.0,45.0,3.8,Normal
2024-08-12 09:00:00+00:00,T01,377.3,392.9,49.4,2.3,Normal
2024-08-12 10:00:00+00:00,T01,0.2,193.1,44.4,2.67,Normal
2024-08-12 11:00:00+00:00,T01,26.2,45.2,43.1,2.58,Normal
2024-08-12 12:00:00+00:00,T01,0.0,0.0,46.6,3.08,Normal
2024-08-12 13:00:00+00:00,T01,0.0,162.7,44.0,3.2,Normal
2024-08-12 14:00:00+00:00,T01,0.0,0.0,44.9,2.51,Normal
2024-08-12 15:00:00+00:00,T01,0.0,18.7,40.5,3.44,Normal
2024-08-12 16:00:00+00:00,T01,10.6,173.8,39.6,1.29,Normal
2024-08-12 17:00:00+00:00,T01,8.6,54.2,37.2,2.84,Normal
2024-08-12 18:00:00+00:00,T01,0.0,0.0,36.1,2.9,Normal
2024-08-12 19:00:00+00:00,T01,22.1,32.8,35.7,2.31,Normal
2024-08-12 20:00:00+00:00,T01,0.0,0.0,38.2,2.56,Normal
2024-08-12 21:00:00+00:00,T01,506.0,553.8,41.2,3.0,Normal
2024-08-12 22:00:00+00:00,T01,149.9,139.7,39.3,2.66,Normal
2024-08-12 23:00:00+00:00,T01,109.5,0.0,34.9,2.95,Normal
2024-08-13 00:00:00+00:00,T01,87.4,221.1,39.3,3.32,Normal
2024-08-13 01:00:00+00:00,T01,145.8,114.2,37.7,2.42,Normal
2024-08-13 02:00:00+00:00,T01,246.4,203.5,38.9,3.16,Normal
2024-08-13 03:00:00+00:00,T01,91.4,0.0,37.0,3.55,Normal
2024-08-13 04:00:00+00:00,T01,668.5,644.6,44.7,1.79,Normal
2024-08-13 05:00:00+00:00,T01,484.3,249.5,42.9,2.72,Normal
2024-08-13 06:00:00+00:00,T01,638.7,570.0,43.7,2.03,Normal
2024-08-13 07:00:00+00:00,T01,213.0,364.9,45.1,2.91,Normal
2024-08-13 08:00:00+00:00,T01,512.3,258.9,47.9,3.73,Normal
2024-08-13 09:00:00+00:00,T01,42.2,79.5,44.4,2.74,Normal
2024-08-13 10:00:00+00:00,T01,2360.0,2394.6,64.9,3.53,Normal
2024-08-13 11:00:00+00:00,T01,42.8,25.9,44.4,3.1,Normal
2024-08-13 12:00:00+00:00,T01,67.7,390.9,47.7,2.64,Normal
2024-08-13 13:00:00+00:00,T01,339.9,268.6,47.1,3.06,Normal
2024-08-13 14:00:00+00:00,T01,298.3,257.8,42.9,2.23,Normal
2024-08-13 15:00:00+00:00,T01,0.0,0.0,40.8,3.49,Normal
2024-08-13 16:00:00+00:00,T01,0.0,214.5,42.6,3.6,Normal
2024-08-13 17:00:00+00:00,T01,0.1,0.0,37.2,2.12,Normal
2024-08-13 18:00:00+00:00,T01,2.0,96.6,36.3,2.68,Normal
2024-08-13 19:00:00+00:00,T01,22.5,0.0,36.6,2.74,Normal
2024-08-13 20:00:00+00:00,T01,56.8,0.0,34.1,2.06,Normal
2024-08-13 21:00:00+00:00,T01,469.2,560.9,39.8,2.88,Normal
2024-08-13 22:00:00+00:00,T01,561.3,490.5,39.4,2.22,Normal
2024-08-13 23:00:00+00:00,T01,93.4,0.0,36.4,2.61,Normal
2024-08-14 00:00:00+00:00,T01,362.0,400.0,40.9,2.82,Normal
2024-08-14 01:00:00+00:00,T01,687.6,1160.0,42.6,3.42,Normal
2024-08-14 02:00:00+00:00,T01,1155.2,1252.1,42.7,2.33,Normal
2024-08-14 03:00:00+00:00,T01,270.5,49.3,40.4,3.88,Normal
2024-08-14 04:00:00+00:00,T01,97.5,0.0,41.0,2.63,Normal
2024-08-14 05:00:00+00:00,T01,602.7,374.3,42.8,3.89,Normal
2024-08-14 06:00:00+00:00,T01,950.7,840.3,48.6,2.87,Normal
2024-08-14 07:00:00+00:00,T01,115.3,90.1,44.6,4.08,Normal
2024-08-14 08:00:00+00:00,T01,1227.5,986.0,52.3,2.55,Normal
2024-08-14 09:00:00+00:00,T01,797.1,780.2,49.8,3.16,Normal
2024-08-14 10:00:00+00:00,T01,51.8,97.1,44.4,4.52,Normal
2024-08-14 11:00:00+00:00,T01,0.0,0.0,43.4,1.98,Normal
2024-08-14 12:00:00+00:00,T01,3.6,186.7,44.1,3.97,Normal
2024-08-14 13:00:00+00:00,T01,0.4,16.1,43.1,3.07,Normal
2024-08-14 14:00:00+00:00,T01,34.9,47.8,44.2,2.44,Normal
2024-08-14 15:00:00+00:00,T01,0.0,0.0,38.7,2.57,Normal
2024-08-14 16:00:00+00:00,T01,369.6,112.7,40.0,3.68,Normal
2024-08-14 17:00:00+00:00,T01,406.5,309.3,42.6,3.52,Normal
2024-08-14 18:00:00+00:00,T01,0.0,23.0,37.6,3.42,Normal
2024-08-14 19:00:00+00:00,T01,0.0,4.2,35.1,3.09,Normal
2024-08-14 20:00:00+00:00,T01,2.7,0.0,32.5,3.15,Normal
2024-08-14 21:00:00+00:00,T01,42.8,0.0,34.6,3.68,Normal
2024-08-14 22:00:00+00:00,T01,222.0,354.1,38.2,1.61,Normal
2024-08-14 23:00:00+00:00,T01,192.5,182.9,38.8,2.6,Normal
2024-08-15 00:00:00+00:00,T01,4.6,136.1,39.3,3.27,Normal
2024-08-15 01:00:00+00:00,T01,0.0,76.3,37.4,2.59,Normal
2024-08-15 02:00:00+00:00,T01,129.9,250.4,36.7,3.71,Normal
2024-08-15 03:00:00+00:00,T01,258.3,213.4,41.7,3.23,Normal
2024-08-15 04:00:00+00:00,T01,33.8,10.8,39.2,3.19,Normal
2024-08-15 05:00:00+00:00,T01,96.5,260.8,43.3,3.26,Normal
2024-08-15 06:00:00+00:00,T01,56.8,152.2,45.5,2.21,Normal
2024-08-15 07:00:00+00:00,T01,15.8,0.0,41.7,2.5,Normal
2024-08-15 08:00:00+00:00,T01,0.0,0.0,46.4,2.73,Normal
2024-08-15 09:00:00+00:00,T01,79.8,32.3,45.0,2.19,Normal
2024-08-15 10:00:00+00:00,T01,0.0,17.2,43.9,3.54,Normal
